IMG Taxon id,GOLD biome1,GOLD biome2,High quality reads sampled (up to 500K),Mapped to GEM catalogue,Mapped to NCBI RefSeq,Mapped to either,Nonpareil kmer diversity
3300024894,Aquatic,Freshwater,387712,83759,69976,140072,22.53733065
3300026184,Terrestrial,Soil,463322,16490,1599,17511,22.52982092
3300027790,Aquatic,Marine,467759,69723,9877,75664,22.52958395
3300006176,Terrestrial,Soil,472960,10461,2921,12832,22.50468836
3300009100,Host-associated,Plants,468494,24037,3375,26847,22.49781828
3300018044,Aquatic,Freshwater,478076,37380,1074,37941,22.49316019
3300027809,Host-associated,Plants,474038,17829,30661,33007,22.48909267
3300004097,Aquatic,Marine,460799,65054,20097,75788,22.4842286
3300027835,Aquatic,Freshwater,321863,8675,1353,9086,22.48410669
3300009769,Engineered,Wastewater,480787,272759,22719,275520,22.47118689
3300025818,Aquatic,Marine,461288,50995,3142,52819,22.4662534
3300025902,Engineered,Wastewater,479668,87471,7771,91033,22.45570493
3300025576,Aquatic,Freshwater,463342,168559,2722,170091,22.44954227
3300027755,Aquatic,Marine,466150,71420,5818,72533,22.4312665
3300027281,Aquatic,Marine,467968,162208,18688,171008,22.42612168
3300024060,Aquatic,Marine,464240,42557,21073,45553,22.42519526
3300019740,Aquatic,Freshwater,472184,7428,846,7995,22.41595993
3300027857,Terrestrial,Soil,474387,5013,4074,8298,22.41565205
3300026223,Terrestrial,Soil,470080,112167,9746,117055,22.40943412
3300017680,Host-associated,Plants,461704,22937,65511,68585,22.40391738
3300025848,Aquatic,Marine,476964,21383,5231,25231,22.40115085
3300025444,Aquatic,Freshwater,435986,133516,1679,133951,22.39324641
3300012914,Terrestrial,Soil,474325,14387,6090,19141,22.39174256
3300027899,Aquatic,Freshwater,352515,9109,2318,10555,22.36571276
3300021361,Host-associated,Plants,453144,7426,4681,10049,22.36502572
3300027308,Aquatic,Marine,427139,105520,36199,113556,22.35554059
3300001989,Host-associated,Plants,329457,31877,41197,55405,22.34708987
3300010400,Terrestrial,Soil,457251,9031,3182,11507,22.34545807
3300027516,Terrestrial,Soil,208506,7908,488,8193,22.33426941
3300027757,Aquatic,Marine,464994,84949,17774,90731,22.33190784
3300026909,Terrestrial,Soil,102182,2845,172,2949,22.32443956
3300021389,Aquatic,Marine,445100,100313,19355,107718,22.3219193
3300027190,Aquatic,Marine,473101,125464,38756,136223,22.31792688
3300027940,Terrestrial,Soil,461828,21270,5474,25178,22.31524723
3300026276,Terrestrial,Soil,460789,56371,27214,77267,22.30703186
3300026932,Terrestrial,Soil,67001,6510,862,7206,22.30623973
3300021501,Aquatic,Freshwater,467362,5240,987,5869,22.30599277
3300024353,Aquatic,Marine,454192,57083,8456,59779,22.29430409
3300027751,Aquatic,Marine,465573,78833,16252,84384,22.28752828
3300027191,Aquatic,Marine,472580,108530,39254,120841,22.28678514
3300012983,Host-associated,Mammals,462304,32307,9649,36175,22.28613599
3300024431,Aquatic,Marine,452902,30169,21496,33751,22.28548863
3300027387,Aquatic,Marine,458391,138601,18091,147913,22.28199141
3300027545,Terrestrial,Soil,338845,8212,1875,9587,22.2701364
3300027531,Aquatic,Marine,461720,137788,17374,146802,22.26585676
3300027827,Aquatic,Marine,408853,92490,7632,96662,22.26369496
3300026847,Terrestrial,Soil,96351,3063,144,3144,22.25683114
3300013297,Host-associated,Plants,400305,17893,5316,21696,22.22918946
3300025883,Aquatic,Marine,407289,4878,878,5502,22.21990896
3300027820,Aquatic,Marine,466726,54038,7769,58197,22.21691412
3300025732,Aquatic,Marine,460217,36673,10729,44581,22.2098971
3300027530,Terrestrial,Soil,332021,3496,6165,8148,22.20580843
3300010396,Terrestrial,Soil,457419,24137,10513,31312,22.19710054
3300027320,Aquatic,Marine,425602,43055,7970,46304,22.18957835
3300027796,Aquatic,Freshwater,465537,74937,16630,80277,22.17778391
3300017992,Aquatic,Non-marine Saline and Alkaline,442600,22616,4675,23519,22.17643749
3300021051,Terrestrial,Deep subsurface,460341,1507,309,1671,22.17522688
3300027459,Terrestrial,Soil,271326,9598,2628,11578,22.17390297
3300009826,Host-associated,Arthropoda,464995,1641,4136,5671,22.17208754
3300024513,Aquatic,Freshwater,467585,58845,6995,60259,22.16965264
3300025385,Aquatic,Freshwater,434426,55578,4518,58515,22.16728193
3300025895,Aquatic,Marine,468683,3639,2738,6211,22.16665889
3300025649,Aquatic,Non-marine Saline and Alkaline,458961,119855,15902,129416,22.16409583
3300023210,Aquatic,Marine,471050,8231,1706,9255,22.157716
3300027817,Terrestrial,Soil,368952,3468,4738,6989,22.15383922
3300014206,Engineered,Solid waste,469493,80052,22071,93233,22.1425702
3300018476,Terrestrial,Soil,466817,3453,5061,7538,22.14152453
3300025187,Aquatic,Marine,268897,58369,42633,62755,22.13668286
3300024502,Aquatic,Freshwater,462407,117644,33810,121647,22.11756878
3300027587,Terrestrial,Soil,203200,4596,1618,5768,22.10476564
3300002186,Aquatic,Marine,379171,21478,7464,24805,22.10180216
3300025364,Aquatic,Non-marine Saline and Alkaline,263332,79257,3315,80391,22.10069902
3300025872,Aquatic,Marine,481636,29123,5143,32633,22.08867362
3300021371,Aquatic,Marine,447782,77079,21007,85269,22.08433362
3300006461,Host-associated,Human,155597,126777,108992,134659,22.07678493
3300024062,Aquatic,Marine,470011,8658,2096,9661,22.07667531
3300027789,Engineered,Wastewater,448429,53834,10773,60630,22.0628707
3300025633,Terrestrial,Soil,284362,14081,1040,14754,22.05795011
3300025861,Engineered,Wastewater,479446,188343,42709,202139,22.04896419
3300010399,Terrestrial,Soil,449377,11862,3654,14689,22.04892143
3300025961,Host-associated,Plants,455514,19238,10949,27358,22.04587092
3300019748,Aquatic,Freshwater,462128,6346,904,6932,22.04478926
3300017522,Aquatic,Freshwater,464910,73234,3479,76261,22.04085347
3300013308,Host-associated,Plants,468438,34719,31783,50510,22.04084028
3300010045,Terrestrial,Soil,458663,5740,4654,9602,22.03839506
3300025401,Aquatic,Freshwater,462973,91884,6605,95972,22.03509955
3300027189,Aquatic,Marine,471594,90706,26291,97897,22.03387825
3300021505,Aquatic,Marine,461519,13489,2269,15398,22.02723456
3300027876,Host-associated,Plants,291960,12298,10101,19811,22.02647154
3300007950,Host-associated,Human,96241,55434,26619,56863,22.01584809
3300026988,Terrestrial,Soil,135134,13401,823,14015,22.01366241
3300027753,Aquatic,Marine,467171,75702,16893,80617,22.00328437
3300026193,Aquatic,Marine,440250,53566,6417,56532,21.99986745
3300010162,Host-associated,Arthropoda,456406,3890,5442,8626,21.99829281
3300014204,Engineered,Solid waste,468972,21447,2035,22398,21.99331527
3300010403,Terrestrial,Soil,457578,9668,3185,12165,21.9874826
3300026120,Terrestrial,Soil,440133,41136,12517,51811,21.9810125
3300024351,Aquatic,Freshwater,466334,64561,23088,65840,21.97999045
3300027721,Aquatic,Freshwater,354627,14098,2107,15807,21.97189706
3300020137,Host-associated,Arthropoda,438110,83771,8174,87187,21.96783858
3300025185,Aquatic,Marine,351722,66549,36936,76219,21.95378224
3300024516,Aquatic,Marine,451376,42635,31343,47543,21.95339222
3300027183,Aquatic,Marine,469411,88430,28682,96289,21.94995624
3300021378,Aquatic,Marine,445731,96949,16283,103607,21.93094333
3300009540,Engineered,Wastewater,462503,87999,30172,99639,21.9282332
3300018465,Terrestrial,Soil,458562,3120,5753,7983,21.90837003
3300010376,Terrestrial,Soil,453008,5124,1429,6175,21.897582
3300027879,Terrestrial,Soil,459047,7791,3394,10628,21.87580579
3300025688,Aquatic,Marine,450538,214500,23569,218500,21.87326806
3300024058,Aquatic,Marine,441478,47347,30187,52623,21.87296356
3300019937,Aquatic,Freshwater,475571,57101,10138,63585,21.86596709
3300024300,Aquatic,Freshwater,453742,34331,10479,39934,21.86025502
3300025903,Host-associated,Plants,236081,13990,7199,19282,21.85996938
3300018469,Terrestrial,Soil,468671,3377,4830,7460,21.85922521
3300025934,Host-associated,Plants,459288,17355,10049,23850,21.85609613
3300027743,Aquatic,Freshwater,352961,7351,1209,8344,21.85197852
3300027842,Terrestrial,Soil,474062,6855,3257,9653,21.84741531
3300025505,Terrestrial,Soil,243371,11622,622,11943,21.8457417
3300026973,Terrestrial,Soil,249600,6907,1830,8309,21.84374878
3300017431,Aquatic,Freshwater,467324,6214,3660,9691,21.83626896
3300010882,Host-associated,Arthropoda,464864,5567,3023,8186,21.83544542
3300027186,Aquatic,Marine,470663,97877,22829,105739,21.83367225
3300002075,Host-associated,Plants,349065,21609,22470,35982,21.83269623
3300024276,Aquatic,Freshwater,460125,132847,23924,134216,21.82982109
3300020156,Terrestrial,Soil,449986,6012,25886,28854,21.81782312
3300027909,Host-associated,Plants,468588,25104,2074,26722,21.8176165
3300001915,Host-associated,Plants,169237,18602,13359,25824,21.81396224
3300027502,Terrestrial,Soil,304767,2992,2762,5150,21.8137109
3300013307,Host-associated,Plants,435938,49801,28108,60109,21.81325732
3300018414,Aquatic,Unclassified,324331,2651,4585,5681,21.79203459
3300023044,Host-associated,Mammals,478968,80771,22283,89500,21.79135709
3300009760,Aquatic,Freshwater,461909,192983,392,193168,21.79075232
3300027792,Aquatic,Freshwater,455268,11278,1578,12358,21.78429742
3300018422,Terrestrial,Soil,448841,1881,3854,5168,21.78305539
3300027220,Aquatic,Marine,470059,157617,23843,167503,21.78150056
3300027367,Aquatic,Marine,460219,139893,24934,143965,21.77694843
3300027294,Aquatic,Marine,469998,169433,20999,178467,21.77391795
3300025710,Engineered,Lab enrichment,362789,124609,148339,176376,21.77276624
3300025913,Host-associated,Plants,466045,57091,22421,68019,21.76865919
3300010042,Terrestrial,Soil,469043,7101,7493,13713,21.76660327
